topic_id,topic_label,topic_weights,sentiment_score,bid
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R00kWnz4m
4,公众反馈/举报,"{'1': 0.0, '2': 0.4, '3': 0.0, '4': 0.6}",-0.8,R00JCmC8W
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,R1EeAAqX2
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.2,R1EcP3s5S
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QEe10v0wF
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1EmgygPr
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.8,QEeVsbRYY
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QFPcic5NM
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.8,QFKmQyRcx
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R14F9cTH9
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R15WcrYJW
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R13uT6MGR
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,R13Rq0UvK
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R25xcfY4N
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R05EN2XEr
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R152Ozk4d
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R05NGf4FT
4,公众反馈/举报,"{'1': 0.1, '2': 0.3, '3': 0.2, '4': 0.6}",0.2,R091UCHfJ
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R07RsoDdl
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,R0dmEmm8R
4,公众反馈/举报,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",0.0,R07UAo3rd
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R0fR8nMqb
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0hHb9d1J
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R0eP4rWd8
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.6,R0dX1xZ7C
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,R0dmEmm8R
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R0fR8nMqb
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R0hHb9d1J
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.6,R0dX1xZ7C
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.3,R0eP4rWd8
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.6,QFVvbydk7
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFWJjakAv
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFUmqvLL4
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFTUc8SyH
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.1, '4': 0.6}",-0.95,R017T9bYz
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFWJjakAv
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 0.9, '4': 0.1}",-0.2,QFVvbydk7
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFTUc8SyH
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.1, '4': 0.7}",-1.0,R017T9bYz
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFUmqvLL4
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R2htIlFWU
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.5,R022yx2Ml
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,R2gm9jmcR
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.6, '4': 0.4}",0.0,R048juprx
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.0, '4': 0.9}",-0.9,R2gqZBWRo
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R2emV1CsI
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R2e15bvT1
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",-0.5,R2jjCEs4j
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R1KLDevGk
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.1,R2fiugq50
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,R1K56lJau
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1PrbwIoW
4,公众反馈/举报,"{'1': 0.0, '2': 0.6, '3': 0.2, '4': 0.2}",-0.7,R1P0CbSkw
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,R06mXmiEg
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R07UJD5Zc
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.7,R07AhBiOA
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R06XxjKI5
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R06bmy2PR
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,R07Ofg5E6
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R096ujc7d
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R08uka6An
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R08hM4YOf
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QEIeF0Uht
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QF3q2kSrr
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.0, '4': 0.9}",-0.8,QEFeGeUD5
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QF1aXzyYr
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R156FjMY4
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R14FakrpE
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QF1bTDo4g
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-0.6,R14jP7J9c
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R13UwmFJx
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QECk9wAOc
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QECuPfLYT
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QEBI2gpqv
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",0.0,QEBfr0zI1
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QEApbhgiM
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QEx7X9qTg
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,QFmvWkNMa
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.0, '4': 0.9}",-1.0,QFmMFvlHK
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFjxrgDbW
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFmp0ycZX
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-0.3,QFi0e44ze
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFkYttviY
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFi6nnRLh
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFkY5moSj
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.5,QFlDN6UIg
1,政务发布,"{'1': 0.8, '2': 0.0, '3': 0.2, '4': 0.0}",0.5,QFkU5rhmm
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QFjKr2Vtk
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QFhQthbxu
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFWuXzqbx
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.95,QFWseCxhh
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFWvWrKRs
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QFWNI2vEX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R012A9Asm
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R01encoPR
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R01px1KVx
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R01FcBfdq
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFWuXzqbx
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.9,QFWseCxhh
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFWNI2vEX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.7,QFWvWrKRs
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R012A9Asm
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,R01encoPR
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R01px1KVx
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R1wKf998z
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,R01FcBfdq
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.7,R1vYWpIaC
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.6,R1wXzFHb7
1,政务发布,"{'1': 0.8, '2': 0.0, '3': 0.2, '4': 0.0}",1.0,R1wkMmqPF
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,QE5gPB3IA
4,公众反馈/举报,"{'1': 0.1, '2': 0.2, '3': 0.1, '4': 0.6}",-0.9,QE4qktMcZ
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",-0.3,R1xgjbaov
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,QE9YNcibr
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QE4J1kCfH
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.4,QE7b82TOA
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R1tBGymfi
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R1sFwgJVT
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QEs1Q4tr3
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.5, '4': 1.0}",-0.9,R1snXovqv
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,QEqZDsNch
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFW6AgNrr
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.2, '4': 0.5}",-0.9,QFryLgTRd
4,公众反馈/举报,"{'1': 0.0, '2': 0.9, '3': 0.1, '4': 0.0}",-0.8,QFTJhpWtX
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-0.5,QFSBxcc9e
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,QFU8XxErJ
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,QFTJhpWtX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.7,QFW6AgNrr
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFUcQ1idP
2,城市问题,"{'1': 0.0, '2': 0.8, '3': 0.1, '4': 0.1}",-0.6,QFSBxcc9e
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R1GMspTIG
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R1EVdf2BF
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFUcQ1idP
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.2, '4': 1.0}",-0.8,QFU8XxErJ
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R1Grz6t7J
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",1.0,R016BArEr
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 0.9, '4': 0.1}",0.9,QFWXeh6xl
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFTJF19Eb
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.6,QFW8waB8D
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QFUcgjcQl
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.6,R0138bMMP
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.9,QFWXeh6xl
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFUjW63fF
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R016BArEr
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFTJF19Eb
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.3,QFUcgjcQl
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFW8waB8D
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-0.8,R0JWcoRdu
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0138bMMP
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFUjW63fF
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R29okxywS
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R27N8vdiJ
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1jOCej9Z
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R1mYvfqWb
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R1jwFoQ3t
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R1ift1l8u
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QE4wImXtT
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QE4sro06p
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.1, '4': 0.8}",-0.7,QEUZK7YV1
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.0, '4': 0.8}",-0.9,QESo3wCr1
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QE8dYmU1W
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QE4NDmNgH
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R1mHz848q
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R1nDeeepM
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.6,R1mszuOGp
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R1mEKqsSn
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.2,QEs77ocVf
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.7,QEpOy3pmn
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,QEsZy157g
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.6,QEpPCi2YG
4,公众反馈/举报,"{'4': 0.8, '1': 0.1, '2': 0.1, '3': 0.0}",0.2,QEroD3HJV
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R0hpYyjLj
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0fjW4uTN
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R0grK9TgX
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.1, '4': 0.7}",-0.9,R0dmvFp99
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.3, '4': 0.5}",-0.8,R0hpYyjLj
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.1, '4': 0.9}",-0.9,R0dmvFp99
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,R0ht051Ff
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.0, '4': 0.7}",-0.8,R0grK9TgX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,R0fjW4uTN
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.7,R0ht051Ff
3,民生服务,"{'1': 0.2, '2': 0.0, '3': 0.8, '4': 0.0}",0.9,QFmbp2bLy
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFknAvRc6
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.6,QEhTguGL7
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFiBXz7HF
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,QFm80x0ZV
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QFjmwunkI
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QERBK9InF
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,QFhBw6rsp
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",0.5,QEPyXa6Ll
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.2, '4': 0.5}",-1.0,QEUZkpnwV
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.1, '4': 0.7}",-0.9,R26JmkBtt
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,QETt9xh7o
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,R23TWv262
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QEPE8qp9z
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R27mIDJ01
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R003jELKq
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R00cDEOFe
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.8,R00rx0lSL
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,QFU4A2FBQ
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFWvOwlFi
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.6,R0164qnb6
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.8,QFTpmccnk
4,公众反馈/举报,"{'1': 0.1, '2': 0.2, '3': 0.3, '4': 0.4}",-0.3,QFUCkqlxo
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFVeMs7Sl
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R00rx0lSL
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.6,R003jELKq
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",0.8,R00cDEOFe
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,QFU4A2FBQ
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFTpmccnk
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R0164qnb6
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.2, '4': 0.8}",-0.3,QFUCkqlxo
1,政务发布,"{'1': 0.8, '2': 0.0, '3': 0.2, '4': 0.0}",0.6,QFWvOwlFi
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFVeMs7Sl
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.8,R1QVdhJoC
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R1PZQaT8k
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R1L3a2Gsf
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1LwugLdw
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R1MRewckM
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,R1lPg2qjh
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1lAKaq8t
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R1lsDAJus
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.8,R1iXl1AT5
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QEqjofuRt
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.6,QEo2waICo
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QElZIrLtH
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QEqpTixBg
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,R0UFj9MgR
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R0VM361tR
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R249VmBON
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.2,R28lvCGHy
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R299KlhTd
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R24vd1HY2
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,R29vErggD
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QEBeL7mue
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R25YW0MT9
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.6,QEAC4iZs0
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,QEAwpvJPg
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1lgOl2dg
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R1iVg1xVp
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.3,R1kXo5BcO
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R04fvfvf3
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,R03rhDlfK
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.2, '4': 0.6}",0.3,R049Lt3Hf
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R2iVvFfCQ
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R2iqPiKwU
